SK_ID_CURR,TARGET
100001,0.08164151453302444
100005,0.09745152229869199
100013,0.05058981957563371
100028,0.04111025667396004
100038,0.10908591446607367
100042,0.05050399796826047
100057,0.054172299357169905
100065,0.07903325448051074
100066,0.042405598599804195
100067,0.11270769467980372
100074,0.07769257658184035
100090,0.06340349266198929
100091,0.1180176761522268
100092,0.0812997939832294
100106,0.08365642184083454
100107,0.11081810405251735
100109,0.08198799311120583
100117,0.058803520018220395
100128,0.06873824439421351
100141,0.08023038317981154
100150,0.055721445847759524
100168,0.050823701824417276
100169,0.07725128220905028
100170,0.052643608701698194
100171,0.07342639332365412
100172,0.11363244377025566
100184,0.059357112915673166
100187,0.0700272531062696
100212,0.09092348776014747
100222,0.08796169138428568
100223,0.050566437532723364
100232,0.05424196305320161
100241,0.1513350106873981
100245,0.04511295584893157
100253,0.03845848147804464
100256,0.08797558268657046
100271,0.03753530197031715
100278,0.14759560018718648
100280,0.055627892376707636
100306,0.1490874823217316
100311,0.12858496683796244
100312,0.052744913827944405
100330,0.10806917812042738
100331,0.05776255807426972
100352,0.10459151220572978
100358,0.0838891643099468
100367,0.06031131055971195
100382,0.1218565029574148
100384,0.07556005140006819
100385,0.10404241941418625
100386,0.06648469468738237
100399,0.03681325482287407
100404,0.09452053040690045
100416,0.046255288882570425
100422,0.10995921596826995
100426,0.05001866347703589
100438,0.06827327600532708
100444,0.14797092002698417
100445,0.09941206849584232
100446,0.11937527541113592
100447,0.042047621359942756
100450,0.05003474044016402
100466,0.049261378240734684
100483,0.050687480656050214
100484,0.037605575627162
100494,0.09560069827688257
100510,0.13300766598911043
100512,0.03993940988241355
100517,0.051800135124408585
100548,0.03869842587675805
100551,0.04655144040209673
100552,0.09911527849112517
100553,0.05094219033072919
100561,0.10016826068528582
100568,0.21528998245995162
100569,0.04358488943480021
100591,0.0865280797728486
100592,0.03424993081096538
100602,0.09500929139239443
100607,0.06223715715515303
100613,0.06286261802496425
100617,0.11914804696985444
100618,0.09001205664200951
100622,0.10080313746042599
100625,0.10073324514787926
100677,0.11905946343719348
100699,0.06158824823408923
100702,0.2535708915920684
100711,0.06302740011723022
100729,0.1256324289899022
100740,0.1340187910885136
100744,0.12239151334951004
100745,0.07854128041275867
100747,0.08800204517467788
100751,0.17906972442469754
100752,0.07872229466019229
100753,0.16978966331539708
100754,0.1298960823381936
100760,0.06689874414552963
100762,0.0857308469777953
100763,0.10059365934556425
100765,0.05585078905166762
100770,0.09609667357447906
100772,0.05145750741320479
100777,0.053179791567023384
100791,0.05425876448533448
100792,0.04455438659408929
100797,0.05412494855447671
100823,0.07666871432057897
100826,0.074501883220521
100830,0.04459592405402621
100836,0.1708873038624027
100872,0.08789941385029616
100910,0.0743243936850376
100913,0.10673699391080088
100918,0.09740695606108364
100931,0.044632371474499985
100952,0.0747852726009776
100953,0.05723359568526833
100965,0.14923084519369265
100970,0.04399489618528418
100982,0.13555923974265016
100983,0.1483275881370519
100984,0.0475287965037608
100987,0.08779253024585121
100997,0.07042122073775756
100998,0.12352002406593324
101002,0.11070176734369072
101005,0.1660398574318253
101008,0.12761669457134778
101020,0.07635656829485876
101021,0.08419875009487876
101024,0.11243072268293255
101025,0.13273256052847765
101026,0.06555835180618091
101031,0.0412320340442563
101041,0.041439573869767696
101051,0.04398422931465912
101055,0.0852910164695218
101056,0.2116828880930124
101057,0.09056017217161151
101064,0.06048563936312789
101079,0.0952889391934733
101087,0.06276387050915547
101090,0.03753004630205633
101092,0.0784381298116696
101097,0.0974887221895065
101099,0.03256465505607166
101107,0.10324214767718723
101118,0.07362198056954634
101125,0.058620337174746136
101126,0.05094400381753707
101128,0.0768281768071461
101136,0.14606352531394023
101140,0.13654061631357528
101149,0.06736199426702176
101160,0.04987303416923657
101169,0.11741440812362161
101181,0.06375353489683878
101186,0.05474751075453204
101190,0.09394936082738363
101193,0.1160743482914664
101194,0.14027499126368123
101198,0.09973375432139094
101200,0.03901324352357404
101204,0.07661340183002009
101211,0.06275669656904195
101213,0.080040503189341
101223,0.08296909969736616
101225,0.11515959292930548
101237,0.06291629020714078
101243,0.06536328248091604
101244,0.14142972145303173
101258,0.04523312792114434
101259,0.1418490560254294
101268,0.10130902512276911
101269,0.062199859496415655
101271,0.10086059348731295
101279,0.042477586587387255
101281,0.08494498180784521
101287,0.06135795275492107
101292,0.04333309796564134
101294,0.06936593778221439
101296,0.05434783194589563
101297,0.06487627472782449
101299,0.08551793468243604
101301,0.08925958399997451
101305,0.0880417164188398
101308,0.10262073365796506
101318,0.03227079630273107
101327,0.16944897319438965
101329,0.06253575942297358
101332,0.0449220199756428
101337,0.06376694574444505
101343,0.034349643349336524
101345,0.05342623759700278
101346,0.05190501513602857
101353,0.03631389646681558
101354,0.13028090274354637
101355,0.1325381508483498
101356,0.03725840940152678
101362,0.07575382760756971
101363,0.1561975183594393
101365,0.05067724716384074
101366,0.08764387825942647
101367,0.14952905671776925
